,From,To,Weight
70028,1,3910,0
70029,1,1740,0
70030,1,195,0
70031,1,10319,0
70032,1,2296,0
70033,1,2931,0
70034,1,3698,0
70035,1,9516,1
70036,1,339,0
70037,1,9010,0
70038,1,5543,0
70039,1,1577,0
70040,1,6024,0
70041,1,6055,0
70042,1,4394,0
70043,1,5758,1
70044,1,9206,0
70045,1,10971,0
70046,1,158,0
70047,1,1945,0
70048,1,2535,0
70049,1,9386,0
70050,1,873,0
70051,1,7793,0
70052,1,2407,0
70053,1,7912,0
70054,1,1384,0
70055,1,10507,0
70056,1,5675,0
70057,1,6770,0
70058,1,8773,0
70059,1,10909,0
70060,1,9121,0
70061,1,4310,0
70062,1,2561,0
70063,1,9349,0
70064,1,922,0
70065,1,4530,0
70066,1,1553,0
70067,1,5221,0
70068,1,10133,0
70069,1,8233,0
70070,1,2945,1
70071,1,7521,0
70072,1,4070,0
70073,1,9559,0
70074,1,5529,0
70075,1,9743,0
70076,1,1763,0
70077,1,2072,0
70078,1,3584,0
70079,1,3643,0
70080,1,7706,0
70081,1,830,0
70082,1,6050,0
70083,1,125,0
70084,1,1079,0
70085,1,7321,0
70086,1,955,0
70087,1,7476,0
70088,1,4261,0
70089,1,5350,0
70090,1,9298,0
70091,1,1626,0
70092,1,2612,0
70093,1,10069,0
70094,1,3409,0
70095,1,5453,0
70096,1,2565,0
70097,1,4656,0
70098,1,9242,0
70099,1,8286,0
70100,1,1665,1
70101,1,7005,0
70102,1,2781,0
70103,1,4127,0
70104,1,8143,0
70105,1,3690,0
70106,1,3433,0
70107,1,1215,0
70108,1,2570,1
70109,1,10742,0
70110,1,1351,0
70111,1,477,1
70112,1,7832,0
70113,1,7396,0
70114,1,3498,0
70115,1,1172,0
70116,1,569,0
70117,1,4686,0
70118,1,4351,0
70119,1,10129,0
70120,1,5796,0
70121,1,10556,0
70122,1,48,0
70123,1,737,0
70124,1,3571,0
70125,1,5092,0
70126,1,5534,0
70127,1,7960,0
70128,1,9905,0
70129,1,8439,0
70130,1,6977,0
70131,1,8397,0
70132,1,1990,0
70133,1,8093,0
70134,1,10513,0
70135,1,5782,0
70136,1,2415,0
70137,1,332,0
70138,1,6906,0
70139,1,7872,0
70140,1,4427,0
70141,1,2886,0
70142,1,9064,0
70143,1,3678,0
70144,1,2186,0
70145,1,1399,0
70146,1,8341,0
70147,1,6461,0
70148,1,5113,0
70149,1,2961,0
70150,1,3010,0
70151,1,6892,0
70152,1,8462,0
70153,1,5558,0
70154,1,10951,0
70155,1,5623,0
70156,1,5544,0
70157,1,5831,0
70158,1,10176,1
70159,1,3138,1
70160,1,4994,0
70161,1,10872,1
70162,1,1139,0
70163,1,10448,0
70164,1,2109,0
70165,1,3009,1
70166,1,8537,0
70167,1,4331,0
70168,1,6281,0
70169,1,4338,0
70170,1,10913,0
70171,1,3334,0
70172,1,10949,0
70173,1,6248,0
70174,1,10164,0
70175,1,6815,0
70176,1,4122,0
70177,1,5370,0
70178,1,405,0
70179,1,500,0
70180,1,9323,0
70181,1,3945,0
70182,1,983,0
70183,1,5628,0
70184,1,10701,0
70185,1,4426,0
70186,1,6343,0
70187,1,7734,0
70188,1,1146,0
70189,1,1103,0
70190,1,3422,1
70191,1,2909,0
70192,1,340,0
70193,1,3104,0
70194,1,1008,0
70195,1,2115,0
70196,1,2088,1
70197,1,6292,0
70198,1,3919,0
70199,1,271,0
70200,1,5136,0
70201,1,9790,0
70202,1,7233,0
70203,1,7699,0
70204,1,5186,0
70205,1,7313,0
70206,1,3520,1
70207,1,10394,0
70208,1,9362,0
70209,1,3968,1
70210,1,2829,0
70211,1,1772,0
70212,1,4377,0
70213,1,8858,0
70214,1,9723,0
70215,1,2666,0
70216,1,5721,0
70217,1,8722,0
70218,1,7118,0
70219,1,10722,0
70220,1,2632,0
70221,1,4333,0
70222,1,7366,0
70223,1,4286,0
70224,1,7004,0
70225,1,4001,0
70226,1,7270,0
70227,5536,5899,0
70228,5536,2114,2
70229,5536,6565,1
70230,5536,1993,1
70231,5536,1966,1
70232,5536,5710,1
70233,5536,2968,0
70234,5536,2225,1
70235,5536,6260,1
70236,5536,6853,2
70237,5536,9369,1
70238,5536,8132,1
70239,5536,7503,0
70240,5536,1618,0
70241,5536,273,1
70242,5536,4452,2
70243,5536,8504,1
70244,5536,7247,1
70245,5536,4646,1
70246,5536,7431,1
70247,5536,3267,1
70248,5536,999,2
70249,5536,1592,2
70250,5536,7215,3
70251,5536,1685,1
70252,5536,7660,0
70253,5536,7987,1
70254,5536,10240,2
70255,5536,10573,0
70256,5536,3712,1
70257,5536,641,0
70258,5536,10314,2
70259,5536,6935,1
70260,5536,9733,0
70261,5536,9938,1
70262,5536,3182,0
70263,5536,7300,1
70264,5536,2798,3
70265,5536,624,0
70266,5536,5176,0
70267,5536,380,0
70268,5536,6274,2
70269,5536,5341,1
70270,5536,313,1
70271,5536,9529,1
70272,5536,2176,3
70273,5536,10089,4
70274,5536,309,1
70275,5536,10264,0
70276,5536,1225,0
70277,5536,9703,0
70278,5536,3762,1
70279,5536,9262,0
70280,5536,4543,1
70281,5536,2926,2
70282,5536,3924,1
70283,5536,9274,1
70284,5536,6963,1
70285,5536,4440,1
70286,5536,2521,0
70287,5536,7381,3
70288,5536,9560,1
70289,5536,1150,1
70290,5536,9707,2
70291,5536,8234,0
70292,5536,11030,0
70293,5536,175,1
70294,5536,2061,1
70295,5536,7274,1
70296,5536,2557,0
70297,5536,1245,1
70298,5536,1726,0
70299,5536,6720,1
70300,5536,8318,1
70301,5536,2552,1
70302,5536,7030,1
70303,5536,6504,0
70304,5536,5067,4
70305,5536,4216,2
70306,5536,1361,2
70307,5536,6932,1
70308,5536,1340,3
70309,5536,8746,2
70310,5536,3725,4
70311,5536,1137,1
70312,5536,4947,2
70313,5536,3225,0
70314,5536,1992,1
70315,5536,7059,0
70316,5536,7999,2
70317,5536,564,1
70318,5536,8346,0
70319,5536,10965,1
70320,5536,6605,1
70321,5536,9925,0
70322,5536,5389,1
70323,5536,6036,1
70324,5536,3711,2
70325,5536,2532,0
70326,5536,4943,2
70327,5536,4769,1
70328,5536,6931,1
70329,5536,5547,2
70330,5536,9671,0
70331,5536,5371,0
70332,5536,8314,1
70333,5536,3174,4
70334,5536,2574,3
70335,5536,5966,1
70336,5536,9058,2
70337,5536,254,1
70338,5536,7627,2
70339,5536,988,1
70340,5536,10972,2
70341,5536,6583,1
70342,5536,4376,0
70343,5536,701,0
70344,5536,2942,0
70345,5536,1173,2
70346,5536,4611,2
70347,5536,4248,1
70348,5536,6940,0
70349,5536,4673,1
70350,5536,8779,0
70351,5536,10767,2
70352,5536,7230,1
70353,5536,1277,1
70354,5536,6384,0
70355,5536,8029,3
70356,5536,6988,1
70357,5536,3336,0
70358,5536,4301,0
70359,5536,3619,1
70360,5536,4692,0
70361,5536,6086,1
70362,5536,11101,1
70363,5536,10430,3
70364,5536,7875,3
70365,5536,5278,1
70366,5536,3560,1
70367,5536,2281,0
70368,5536,4073,0
70369,5536,3667,3
70370,5536,7573,0
70371,5536,6299,0
70372,5536,10846,0
70373,5536,10446,3
70374,5536,3479,0
70375,5536,199,1
70376,5536,3483,3
70377,5536,2350,1
70378,5536,9493,2
70379,5536,1,1
70380,5536,5536,4
70381,5536,9499,2
70382,5536,5121,0
70383,5536,5848,2
70384,5536,4856,1
70385,5536,7186,0
70386,5536,5794,2
70387,5536,1031,1
70388,5536,10140,2
70389,5536,9353,1
70390,5536,4789,2
70391,5536,8443,0
70392,5536,1928,0
70393,5536,8800,0
70394,5536,10150,1
70395,5536,10619,1
70396,5536,8362,2
70397,5536,4637,1
70398,5536,9972,1
70399,5536,8931,1
70400,5536,2008,1
70401,5536,3139,1
70402,5536,7922,1
70403,5536,1204,1
70404,5536,6810,1
70405,5536,5386,3
70406,5536,3202,2
70407,5536,6387,0
70408,5536,10489,2
70409,5536,2611,1
70410,5536,5407,0
70411,5536,5718,2
70412,5536,4580,2
70413,5536,8545,4
70414,5536,7378,0
70415,5536,8492,1
70416,5536,1212,0
70417,5536,10473,2
70418,5536,7962,2
70419,5536,9984,1
70420,5536,7453,0
70421,5536,241,1
70422,5536,8975,0
70423,5536,5236,3
70424,5536,7010,1
70425,5536,3706,0
70426,5536,5204,1
70427,5536,1020,1
70428,5536,6019,0
70429,5536,3717,0
70430,5536,4998,1
70431,5536,966,1
70432,5536,4767,1
70433,5536,9725,0
70434,5536,4491,1
70435,5536,3759,0
70436,5536,2055,0
70437,5536,3005,1
70438,5536,6421,1
70439,5536,4207,1
70440,5536,6072,1
70441,5536,1509,4
70442,5536,1127,1
70443,5536,5538,2
70444,5536,146,1
70445,5536,4741,1
70446,5536,1524,1
70447,5536,7451,1
70448,5536,4356,2
70449,5536,3885,0
70450,5536,1175,0
70451,5536,3412,1
70452,5536,2975,1
70453,5536,2894,3
70454,5536,749,0
70455,5536,10525,0
70456,5536,5031,1
70457,5536,6218,1
70458,5536,193,0
70459,5536,10660,1
70460,5536,5735,1
70461,5536,1829,1
70462,5536,9855,1
70463,5536,8732,2
70464,5536,6606,1
70465,5536,234,0
70466,5536,1118,0
70467,5536,7789,1
70468,5536,8955,0
70469,5536,5644,1
70470,5536,2324,0
70471,5536,697,1
70472,5536,1627,1
70473,5536,938,0
70474,5536,4058,1
70475,5536,7736,0
70476,5536,9757,3
70477,5536,4138,0
70478,5536,10833,1
70479,5536,9606,2
70480,5536,8534,1
70481,5536,5153,0
70482,5536,5493,0
70483,5536,2147,2
70484,5536,5107,0
70485,5536,3979,1
70486,5536,6049,1
70487,5536,3910,2
70488,5536,1740,1
70489,5536,195,0
70490,5536,10319,1
70491,5536,2296,0
70492,5536,2931,1
70493,5536,3698,1
70494,5536,9516,2
70495,5536,339,1
70496,5536,9010,2
70497,5536,5543,1
70498,5536,1577,1
70499,5536,6024,3
70500,5536,6055,1
70501,5536,4394,2
70502,5536,5758,3
70503,5536,9206,1
70504,5536,10971,0
70505,5536,158,0
70506,5536,1945,2
70507,5536,2535,3
70508,5536,9386,1
70509,5536,873,1
70510,5536,7793,1
70511,5536,2407,1
70512,5536,7912,0
70513,5536,1384,0
70514,5536,10507,1
70515,5536,5675,1
70516,5536,6770,0
70517,5536,8773,1
70518,5536,10909,1
70519,5536,9121,3
70520,5536,4310,1
70521,5536,2561,1
70522,5536,9349,2
70523,5536,922,0
70524,5536,4530,1
70525,5536,1553,2
70526,5536,5221,0
70527,5536,10133,3
70528,5536,8233,1
70529,5536,2945,1
70530,5536,7521,1
70531,5536,4070,2
70532,5536,9559,0
70533,5536,5529,1
70534,5536,9743,1
70535,5536,1763,2
70536,5536,2072,0
70537,5536,3584,0
70538,5536,3643,1
70539,5536,7706,0
70540,5536,830,2
70541,5536,6050,0
70542,5536,125,1
70543,5536,1079,1
70544,5536,7321,1
70545,5536,955,0
70546,5536,7476,1
70547,5536,4261,2
70548,5536,5350,1
70549,5536,9298,2
70550,5536,1626,0
70551,5536,2612,1
70552,5536,10069,0
70553,5536,3409,0
70554,5536,5453,1
70555,5536,2565,1
70556,5536,4656,0
70557,5536,9242,0
70558,5536,8286,1
70559,5536,1665,2
70560,5536,7005,1
70561,5536,2781,2
70562,5536,4127,0
70563,5536,8143,2
70564,5536,3690,1
70565,5536,3433,1
70566,5536,1215,1
70567,5536,2570,2
70568,5536,10742,1
70569,5536,1351,1
70570,5536,477,3
70571,5536,7832,2
70572,5536,7396,1
70573,5536,3498,0
70574,5536,1172,3
70575,5536,569,3
70576,5536,4686,1
70577,5536,4351,0
70578,5536,10129,1
70579,5536,5796,1
70580,5536,10556,1
70581,5536,48,1
70582,5536,737,3
70583,5536,3571,1
70584,5536,5092,1
70585,5536,5534,0
70586,5536,7960,1
70587,5536,9905,0
70588,5536,8439,1
70589,5536,6977,1
70590,5536,8397,0
70591,5536,1990,0
70592,5536,8093,1
70593,5536,10513,1
70594,5536,5782,1
70595,5536,2415,1
70596,5536,332,1
70597,5536,6906,3
70598,5536,7872,2
70599,5536,4427,1
70600,5536,2886,2
70601,5536,9064,1
70602,5536,3678,1
70603,5536,2186,3
70604,5536,1399,1
70605,5536,8341,0
70606,5536,6461,1
70607,5536,5113,0
70608,5536,2961,0
70609,5536,3010,2
70610,5536,6892,2
70611,5536,8462,0
70612,5536,5558,1
70613,5536,10951,1
70614,5536,5623,0
70615,5536,5544,1
70616,5536,5831,2
70617,5536,10176,2
70618,5536,3138,4
70619,5536,4994,1
70620,5536,10872,2
70621,5536,1139,2
70622,5536,10448,0
70623,5536,2109,1
70624,5536,3009,3
70625,5536,8537,1
70626,5536,4331,2
70627,5536,6281,0
70628,5536,4338,0
70629,5536,10913,0
70630,5536,3334,2
70631,5536,10949,1
70632,5536,6248,1
70633,5536,10164,2
70634,5536,6815,2
70635,5536,4122,1
70636,5536,5370,0
70637,5536,405,0
70638,5536,500,3
70639,5536,9323,0
70640,5536,3945,0
70641,5536,983,0
70642,5536,5628,0
70643,5536,10701,2
70644,5536,4426,1
70645,5536,6343,1
70646,5536,7734,2
70647,5536,1146,0
70648,5536,1103,1
70649,5536,3422,2
70650,5536,2909,2
70651,5536,340,0
70652,5536,3104,1
70653,5536,1008,0
70654,5536,2115,1
70655,5536,2088,3
70656,5536,6292,1
70657,5536,3919,1
70658,5536,271,0
70659,5536,5136,2
70660,5536,9790,1
70661,5536,7233,1
70662,5536,7699,0
70663,5536,5186,1
70664,5536,7313,1
70665,5536,3520,3
70666,5536,10394,2
70667,5536,9362,1
70668,5536,3968,3
70669,5536,2829,2
70670,5536,1772,2
70671,5536,4377,0
70672,5536,8858,1
70673,5536,9723,1
70674,5536,2666,1
70675,5536,5721,1
70676,5536,8722,1
70677,5536,7118,0
70678,5536,10722,0
70679,5536,2632,0
70680,5536,4333,1
70681,5536,7366,2
70682,5536,4286,0
70683,5536,7004,0
70684,5536,4001,1
70685,5536,7270,1
70686,9499,5899,0
70687,9499,2114,1
70688,9499,6565,0
70689,9499,1993,1
70690,9499,1966,1
70691,9499,5710,1
70692,9499,2968,0
70693,9499,2225,0
70694,9499,6260,1
70695,9499,6853,2
70696,9499,9369,0
70697,9499,8132,1
70698,9499,7503,0
70699,9499,1618,0
70700,9499,273,1
70701,9499,4452,1
70702,9499,8504,1
70703,9499,7247,1
70704,9499,4646,0
70705,9499,7431,1
70706,9499,3267,1
70707,9499,999,2
70708,9499,1592,1
70709,9499,7215,2
70710,9499,1685,1
70711,9499,7660,0
70712,9499,7987,1
70713,9499,10240,2
70714,9499,10573,0
70715,9499,3712,1
70716,9499,641,0
70717,9499,10314,1
70718,9499,6935,0
70719,9499,9733,0
70720,9499,9938,1
70721,9499,3182,0
70722,9499,7300,1
70723,9499,2798,2
70724,9499,624,0
70725,9499,5176,0
70726,9499,380,0
70727,9499,6274,2
70728,9499,5341,1
70729,9499,313,1
70730,9499,9529,0
70731,9499,2176,2
70732,9499,10089,2
70733,9499,309,1
70734,9499,10264,0
70735,9499,1225,0
70736,9499,9703,0
70737,9499,3762,0
70738,9499,9262,0
70739,9499,4543,1
70740,9499,2926,1
70741,9499,3924,1
70742,9499,9274,0
70743,9499,6963,1
70744,9499,4440,1
70745,9499,2521,0
70746,9499,7381,2
70747,9499,9560,1
70748,9499,1150,1
70749,9499,9707,1
70750,9499,8234,0
70751,9499,11030,0
70752,9499,175,1
70753,9499,2061,1
70754,9499,7274,1
70755,9499,2557,0
70756,9499,1245,1
70757,9499,1726,0
70758,9499,6720,1
70759,9499,8318,1
70760,9499,2552,1
70761,9499,7030,0
70762,9499,6504,0
70763,9499,5067,2
70764,9499,4216,1
70765,9499,1361,2
70766,9499,6932,1
70767,9499,1340,2
70768,9499,8746,1
70769,9499,3725,2
70770,9499,1137,0
70771,9499,4947,1
70772,9499,3225,0
70773,9499,1992,0
70774,9499,7059,0
70775,9499,7999,2
70776,9499,564,1
70777,9499,8346,0
70778,9499,10965,0
70779,9499,6605,1
70780,9499,9925,0
70781,9499,5389,1
70782,9499,6036,1
70783,9499,3711,1
70784,9499,2532,0
70785,9499,4943,2
70786,9499,4769,1
70787,9499,6931,1
70788,9499,5547,2
70789,9499,9671,0
70790,9499,5371,0
70791,9499,8314,1
70792,9499,3174,2
70793,9499,2574,1
70794,9499,5966,1
70795,9499,9058,1
70796,9499,254,1
70797,9499,7627,1
70798,9499,988,0
70799,9499,10972,2
70800,9499,6583,0
70801,9499,4376,0
70802,9499,701,0
70803,9499,2942,0
70804,9499,1173,2
70805,9499,4611,1
70806,9499,4248,1
70807,9499,6940,0
70808,9499,4673,0
70809,9499,8779,0
70810,9499,10767,1
70811,9499,7230,1
70812,9499,1277,0
70813,9499,6384,0
70814,9499,8029,2
70815,9499,6988,1
70816,9499,3336,0
70817,9499,4301,0
70818,9499,3619,1
70819,9499,4692,0
70820,9499,6086,0
70821,9499,11101,1
70822,9499,10430,2
70823,9499,7875,2
70824,9499,5278,0
70825,9499,3560,1
70826,9499,2281,0
70827,9499,4073,0
70828,9499,3667,2
70829,9499,7573,0
70830,9499,6299,0
70831,9499,10846,0
70832,9499,10446,2
70833,9499,3479,0
70834,9499,199,1
70835,9499,3483,1
70836,9499,2350,1
70837,9499,9493,1
70838,9499,1,0
70839,9499,5536,2
70840,9499,9499,2
70841,9499,5121,0
70842,9499,5848,1
70843,9499,4856,0
70844,9499,7186,0
70845,9499,5794,1
70846,9499,1031,1
70847,9499,10140,1
70848,9499,9353,1
70849,9499,4789,1
70850,9499,8443,0
70851,9499,1928,0
70852,9499,8800,0
70853,9499,10150,0
70854,9499,10619,1
70855,9499,8362,2
70856,9499,4637,0
70857,9499,9972,0
70858,9499,8931,0
70859,9499,2008,0
70860,9499,3139,1
70861,9499,7922,1
70862,9499,1204,0
70863,9499,6810,1
70864,9499,5386,2
70865,9499,3202,2
70866,9499,6387,0
70867,9499,10489,1
70868,9499,2611,1
70869,9499,5407,0
70870,9499,5718,1
70871,9499,4580,1
70872,9499,8545,2
70873,9499,7378,0
70874,9499,8492,0
70875,9499,1212,0
70876,9499,10473,2
70877,9499,7962,1
70878,9499,9984,0
70879,9499,7453,0
70880,9499,241,1
70881,9499,8975,0
70882,9499,5236,2
70883,9499,7010,1
70884,9499,3706,0
70885,9499,5204,1
70886,9499,1020,1
70887,9499,6019,0
70888,9499,3717,0
70889,9499,4998,0
70890,9499,966,1
70891,9499,4767,1
70892,9499,9725,0
70893,9499,4491,1
70894,9499,3759,0
70895,9499,2055,0
70896,9499,3005,0
70897,9499,6421,0
70898,9499,4207,1
70899,9499,6072,0
70900,9499,1509,2
70901,9499,1127,1
70902,9499,5538,1
70903,9499,146,0
70904,9499,4741,1
70905,9499,1524,0
70906,9499,7451,1
70907,9499,4356,2
70908,9499,3885,0
70909,9499,1175,0
70910,9499,3412,1
70911,9499,2975,0
70912,9499,2894,2
70913,9499,749,0
70914,9499,10525,0
70915,9499,5031,1
70916,9499,6218,1
70917,9499,193,0
70918,9499,10660,1
70919,9499,5735,1
70920,9499,1829,1
70921,9499,9855,0
70922,9499,8732,2
70923,9499,6606,1
70924,9499,234,0
70925,9499,1118,0
70926,9499,7789,1
70927,9499,8955,0
70928,9499,5644,1
70929,9499,2324,0
70930,9499,697,1
70931,9499,1627,0
70932,9499,938,0
70933,9499,4058,1
70934,9499,7736,0
70935,9499,9757,2
70936,9499,4138,0
70937,9499,10833,1
70938,9499,9606,1
70939,9499,8534,1
70940,9499,5153,0
70941,9499,5493,0
70942,9499,2147,1
70943,9499,5107,0
70944,9499,3979,1
70945,9499,6049,0
70946,9499,3910,1
70947,9499,1740,1
70948,9499,195,0
70949,9499,10319,1
70950,9499,2296,0
70951,9499,2931,0
70952,9499,3698,1
70953,9499,9516,1
70954,9499,339,1
70955,9499,9010,1
70956,9499,5543,1
70957,9499,1577,1
70958,9499,6024,2
70959,9499,6055,1
70960,9499,4394,2
70961,9499,5758,1
70962,9499,9206,1
70963,9499,10971,0
70964,9499,158,0
70965,9499,1945,1
70966,9499,2535,2
70967,9499,9386,1
70968,9499,873,1
70969,9499,7793,1
70970,9499,2407,1
70971,9499,7912,0
70972,9499,1384,0
70973,9499,10507,1
70974,9499,5675,1
70975,9499,6770,0
70976,9499,8773,1
70977,9499,10909,1
70978,9499,9121,2
70979,9499,4310,0
70980,9499,2561,1
70981,9499,9349,1
70982,9499,922,0
70983,9499,4530,0
70984,9499,1553,1
70985,9499,5221,0
70986,9499,10133,2
70987,9499,8233,1
70988,9499,2945,0
70989,9499,7521,1
70990,9499,4070,2
70991,9499,9559,0
70992,9499,5529,0
70993,9499,9743,1
70994,9499,1763,1
70995,9499,2072,0
70996,9499,3584,0
70997,9499,3643,1
70998,9499,7706,0
70999,9499,830,1
71000,9499,6050,0
71001,9499,125,1
71002,9499,1079,1
71003,9499,7321,0
71004,9499,955,0
71005,9499,7476,1
71006,9499,4261,1
71007,9499,5350,1
71008,9499,9298,2
71009,9499,1626,0
71010,9499,2612,0
71011,9499,10069,0
71012,9499,3409,0
71013,9499,5453,0
71014,9499,2565,1
71015,9499,4656,0
71016,9499,9242,0
71017,9499,8286,1
71018,9499,1665,1
71019,9499,7005,1
71020,9499,2781,1
71021,9499,4127,0
71022,9499,8143,1
71023,9499,3690,1
71024,9499,3433,0
71025,9499,1215,0
71026,9499,2570,1
71027,9499,10742,1
71028,9499,1351,1
71029,9499,477,1
71030,9499,7832,1
71031,9499,7396,1
71032,9499,3498,0
71033,9499,1172,2
71034,9499,569,2
71035,9499,4686,1
71036,9499,4351,0
71037,9499,10129,1
71038,9499,5796,1
71039,9499,10556,0
71040,9499,48,1
71041,9499,737,2
71042,9499,3571,1
71043,9499,5092,1
71044,9499,5534,0
71045,9499,7960,1
71046,9499,9905,0
71047,9499,8439,0
71048,9499,6977,1
71049,9499,8397,0
71050,9499,1990,0
71051,9499,8093,0
71052,9499,10513,0
71053,9499,5782,1
71054,9499,2415,0
71055,9499,332,1
71056,9499,6906,2
71057,9499,7872,1
71058,9499,4427,1
71059,9499,2886,1
71060,9499,9064,1
71061,9499,3678,1
71062,9499,2186,2
71063,9499,1399,0
71064,9499,8341,0
71065,9499,6461,1
71066,9499,5113,0
71067,9499,2961,0
71068,9499,3010,1
71069,9499,6892,1
71070,9499,8462,0
71071,9499,5558,1
71072,9499,10951,1
71073,9499,5623,0
71074,9499,5544,1
71075,9499,5831,1
71076,9499,10176,1
71077,9499,3138,2
71078,9499,4994,1
71079,9499,10872,1
71080,9499,1139,1
71081,9499,10448,0
71082,9499,2109,1
71083,9499,3009,2
71084,9499,8537,0
71085,9499,4331,2
71086,9499,6281,0
71087,9499,4338,0
71088,9499,10913,0
71089,9499,3334,1
71090,9499,10949,0
71091,9499,6248,1
71092,9499,10164,2
71093,9499,6815,1
71094,9499,4122,0
71095,9499,5370,0
71096,9499,405,0
71097,9499,500,2
71098,9499,9323,0
71099,9499,3945,0
71100,9499,983,0
71101,9499,5628,0
71102,9499,10701,1
71103,9499,4426,0
71104,9499,6343,1
71105,9499,7734,1
71106,9499,1146,0
71107,9499,1103,1
71108,9499,3422,1
71109,9499,2909,2
71110,9499,340,0
71111,9499,3104,1
71112,9499,1008,0
71113,9499,2115,1
71114,9499,2088,2
71115,9499,6292,1
71116,9499,3919,0
71117,9499,271,0
71118,9499,5136,2
71119,9499,9790,1
71120,9499,7233,0
71121,9499,7699,0
71122,9499,5186,1
71123,9499,7313,0
71124,9499,3520,1
71125,9499,10394,1
71126,9499,9362,1
71127,9499,3968,2
71128,9499,2829,1
71129,9499,1772,1
71130,9499,4377,0
71131,9499,8858,1
71132,9499,9723,1
71133,9499,2666,1
71134,9499,5721,1
71135,9499,8722,0
71136,9499,7118,0
71137,9499,10722,0
71138,9499,2632,0
71139,9499,4333,1
71140,9499,7366,2
71141,9499,4286,0
71142,9499,7004,0
71143,9499,4001,0
71144,9499,7270,1
71145,5121,5899,1
71146,5121,2114,0
71147,5121,6565,0
71148,5121,1993,0
71149,5121,1966,0
71150,5121,5710,0
71151,5121,2968,1
71152,5121,2225,1
71153,5121,6260,0
71154,5121,6853,0
71155,5121,9369,1
71156,5121,8132,0
71157,5121,7503,1
71158,5121,1618,1
71159,5121,273,0
71160,5121,4452,0
71161,5121,8504,0
71162,5121,7247,0
71163,5121,4646,0
71164,5121,7431,0
71165,5121,3267,0
71166,5121,999,0
71167,5121,1592,0
71168,5121,7215,0
71169,5121,1685,0
71170,5121,7660,1
71171,5121,7987,0
71172,5121,10240,0
71173,5121,10573,1
71174,5121,3712,0
71175,5121,641,1
71176,5121,10314,0
71177,5121,6935,0
71178,5121,9733,1
71179,5121,9938,0
71180,5121,3182,1
71181,5121,7300,0
71182,5121,2798,0
71183,5121,624,1
71184,5121,5176,1
71185,5121,380,1
71186,5121,6274,0
71187,5121,5341,0
71188,5121,313,0
71189,5121,9529,0
71190,5121,2176,0
71191,5121,10089,0
71192,5121,309,0
71193,5121,10264,1
71194,5121,1225,1
71195,5121,9703,1
71196,5121,3762,0
71197,5121,9262,1
71198,5121,4543,0
71199,5121,2926,0
71200,5121,3924,0
71201,5121,9274,0
71202,5121,6963,0
71203,5121,4440,0
71204,5121,2521,1
71205,5121,7381,0
71206,5121,9560,0
71207,5121,1150,0
71208,5121,9707,0
71209,5121,8234,1
71210,5121,11030,1
71211,5121,175,1
71212,5121,2061,0
71213,5121,7274,0
71214,5121,2557,1
71215,5121,1245,0
71216,5121,1726,1
71217,5121,6720,0
71218,5121,8318,0
71219,5121,2552,0
71220,5121,7030,0
71221,5121,6504,1
71222,5121,5067,0
71223,5121,4216,0
71224,5121,1361,0
71225,5121,6932,0
71226,5121,1340,0
71227,5121,8746,0
71228,5121,3725,0
71229,5121,1137,1
71230,5121,4947,0
71231,5121,3225,1
71232,5121,1992,0
71233,5121,7059,1
71234,5121,7999,0
71235,5121,564,0
71236,5121,8346,1
71237,5121,10965,0
71238,5121,6605,0
71239,5121,9925,1
71240,5121,5389,0
71241,5121,6036,0
71242,5121,3711,0
71243,5121,2532,1
71244,5121,4943,0
71245,5121,4769,0
71246,5121,6931,0
71247,5121,5547,0
71248,5121,9671,1
71249,5121,5371,1
71250,5121,8314,0
71251,5121,3174,0
71252,5121,2574,0
71253,5121,5966,0
71254,5121,9058,1
71255,5121,254,0
71256,5121,7627,0
71257,5121,988,0
71258,5121,10972,0
71259,5121,6583,0
71260,5121,4376,1
71261,5121,701,1
71262,5121,2942,1
71263,5121,1173,0
71264,5121,4611,0
71265,5121,4248,0
71266,5121,6940,1
71267,5121,4673,0
71268,5121,8779,1
71269,5121,10767,0
71270,5121,7230,0
71271,5121,1277,0
71272,5121,6384,1
71273,5121,8029,0
71274,5121,6988,1
71275,5121,3336,1
71276,5121,4301,1
71277,5121,3619,0
71278,5121,4692,1
71279,5121,6086,0
71280,5121,11101,0
71281,5121,10430,0
71282,5121,7875,0
71283,5121,5278,0
71284,5121,3560,0
71285,5121,2281,1
71286,5121,4073,1
71287,5121,3667,0
71288,5121,7573,1
71289,5121,6299,1
71290,5121,10846,1
71291,5121,10446,0
71292,5121,3479,1
71293,5121,199,0
71294,5121,3483,0
71295,5121,2350,0
71296,5121,9493,0
71297,5121,1,0
71298,5121,5536,0
71299,5121,9499,0
71300,5121,5121,1
71301,5121,5848,1
71302,5121,4856,1
71303,5121,7186,1
71304,5121,5794,0
71305,5121,1031,0
71306,5121,10140,0
71307,5121,9353,0
71308,5121,4789,1
71309,5121,8443,1
71310,5121,1928,1
71311,5121,8800,1
71312,5121,10150,0
71313,5121,10619,0
71314,5121,8362,0
71315,5121,4637,0
71316,5121,9972,1
71317,5121,8931,0
71318,5121,2008,0
71319,5121,3139,0
71320,5121,7922,0
71321,5121,1204,0
71322,5121,6810,0
71323,5121,5386,0
71324,5121,3202,0
71325,5121,6387,1
71326,5121,10489,0
71327,5121,2611,0
