,ID,Year_Birth,Education,Marital_Status,Income,Children,Dt_Customer_Year,Dt_Customer_Month,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Complain,Response,AcceptedCmp
179,3202,1987,3.0,2.0,51563.0,0,2012,10,60,1166,0,48,0,0,36,1,4,4,10,8,0,0,0,1,1,0,0,"Cmp4, Cmp5"
180,6387,1976,3.0,1.0,52190.0,2,2014,5,39,42,0,17,0,0,18,3,2,1,3,5,0,0,1,0,0,0,0,Cmp3
181,10489,1973,1.0,2.0,92955.0,0,2013,8,35,693,21,925,31,24,84,1,6,7,9,2,1,0,0,0,1,0,1,"Cmp1, Cmp5"
182,2611,1959,2.0,1.0,82576.0,0,2012,8,66,1206,55,445,168,18,18,1,2,4,12,1,0,0,0,0,1,0,0,Cmp5
183,5407,1954,1.0,1.0,53103.0,1,2013,9,70,729,17,133,11,0,195,5,10,6,7,7,0,0,1,0,0,0,0,Cmp3
184,5718,1950,1.0,2.0,80763.0,0,2013,8,17,674,168,108,192,42,231,1,5,11,6,3,1,0,0,0,1,0,1,"Cmp1, Cmp5"
185,4580,1969,1.0,2.0,75759.0,0,2013,10,46,1394,22,708,89,91,182,1,9,7,9,5,1,0,1,0,1,0,1,"Cmp1, Cmp3, Cmp5"
186,8545,1954,1.0,0.0,85683.0,0,2014,3,6,1296,17,311,45,69,51,1,2,4,10,1,1,1,0,1,1,0,1,"Cmp1, Cmp2, Cmp4, Cmp5"
187,7378,1981,2.0,1.0,42021.0,1,2012,8,34,393,5,136,7,5,27,5,10,1,6,9,0,0,1,0,0,0,0,Cmp3
188,8492,1978,1.0,1.0,75437.0,0,2013,11,25,795,0,545,95,58,0,1,8,4,10,6,1,0,0,0,0,0,0,Cmp1
189,1212,1973,1.0,2.0,52845.0,1,2013,8,7,384,25,292,130,41,64,3,8,8,6,6,0,0,1,0,0,0,0,Cmp3
190,10473,1956,3.0,0.0,78028.0,1,2012,9,38,158,19,288,25,0,38,1,6,4,9,7,0,0,0,1,1,0,1,"Cmp4, Cmp5"
191,7962,1987,3.0,0.0,95169.0,0,2013,10,1,1285,21,449,106,20,20,1,4,3,4,1,1,0,0,0,1,0,1,"Cmp1, Cmp5"
192,9984,1981,2.0,2.0,56337.0,2,2013,3,25,349,16,144,28,5,182,5,8,5,4,8,1,0,1,0,0,0,1,"Cmp1, Cmp3"
193,7453,1954,1.0,0.0,36130.0,1,2013,2,46,157,43,127,68,56,37,6,3,8,4,4,0,0,1,0,0,0,1,Cmp3
194,241,1952,1.0,1.0,83844.0,0,2013,5,57,901,31,345,75,31,191,1,4,4,11,1,0,0,0,0,1,0,0,Cmp5
195,8975,1968,1.0,2.0,19514.0,2,2014,1,47,14,3,21,2,1,28,4,3,1,2,8,0,0,1,0,0,0,0,Cmp3
196,5236,1979,1.0,1.0,77568.0,1,2012,8,30,1230,0,396,232,178,158,1,10,2,8,5,1,0,0,1,1,0,0,"Cmp1, Cmp4, Cmp5"
197,7010,1965,2.0,2.0,70924.0,0,2014,4,41,635,114,254,132,152,76,1,6,6,7,3,0,0,0,0,1,0,0,Cmp5
198,3706,1978,1.0,0.0,28647.0,1,2013,8,54,19,8,29,0,12,26,1,2,2,2,7,0,0,1,0,0,0,1,Cmp3
199,5204,1971,1.0,1.0,74538.0,0,2013,6,21,380,98,733,110,112,28,1,8,8,5,3,0,0,0,0,1,0,1,Cmp5
200,1020,1973,1.0,2.0,79593.0,0,2014,5,70,350,60,568,110,133,145,1,5,6,7,2,0,0,0,0,1,0,0,Cmp5
201,6019,1971,3.0,2.0,37126.0,1,2014,3,9,45,3,9,4,4,7,1,1,2,2,6,0,0,1,0,0,0,1,Cmp3
202,3717,1959,1.0,2.0,61180.0,1,2014,4,70,403,24,29,6,24,218,2,5,5,6,3,0,0,1,0,0,0,0,Cmp3
203,4998,1962,1.0,1.0,76081.0,0,2014,5,85,292,30,415,63,33,200,1,4,5,4,2,1,0,0,0,0,0,0,Cmp1
204,966,1966,1.0,2.0,44529.0,1,2013,7,98,538,13,91,17,6,26,6,6,2,11,5,0,0,0,1,0,0,0,Cmp4
205,4767,1965,2.0,2.0,70924.0,0,2014,4,41,635,114,254,132,152,76,1,6,6,7,3,0,0,0,0,1,0,0,Cmp5
206,9725,1966,3.0,1.0,28764.0,2,2014,6,16,8,0,3,0,0,1,1,1,0,2,8,0,0,1,0,0,0,0,Cmp3
207,4491,1949,2.0,2.0,62845.0,2,2012,10,3,1099,0,45,0,0,34,11,3,4,10,8,0,0,0,1,0,0,0,Cmp4
208,3759,1958,1.0,1.0,65196.0,2,2013,7,34,743,19,181,12,0,200,2,7,6,11,5,0,0,1,0,0,0,0,Cmp3
209,2055,1973,3.0,0.0,35860.0,2,2014,5,37,15,0,8,4,2,20,2,1,1,2,5,0,0,1,0,0,0,0,Cmp3
210,3005,1992,1.0,0.0,83528.0,0,2014,5,7,530,117,678,134,44,147,1,4,10,8,1,1,0,1,0,0,0,1,"Cmp1, Cmp3"
211,6421,1961,1.0,1.0,88347.0,0,2013,7,32,1050,178,555,77,138,118,1,4,7,9,1,1,0,0,0,0,0,0,Cmp1
212,4207,1981,3.0,2.0,87171.0,0,2013,5,27,1001,44,107,58,44,44,1,6,7,11,2,0,0,1,0,1,0,0,"Cmp3, Cmp5"
213,6072,1970,2.0,0.0,75345.0,0,2013,2,16,918,57,842,99,38,133,1,5,8,6,3,1,0,0,0,0,0,1,Cmp1
214,1509,1958,3.0,1.0,84460.0,0,2013,1,80,152,27,103,106,54,81,0,9,9,4,5,1,1,0,1,1,0,1,"Cmp1, Cmp2, Cmp4, Cmp5"
215,1127,1973,3.0,2.0,85844.0,0,2014,5,62,938,19,843,25,95,38,1,6,6,7,2,0,0,0,0,1,0,0,Cmp5
216,5538,1975,1.0,0.0,83829.0,0,2013,10,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,0,1,0,1,"Cmp1, Cmp3, Cmp5"
217,146,1960,3.0,0.0,76045.0,0,2013,11,78,760,53,400,17,93,0,1,4,5,11,2,1,0,0,0,0,0,0,Cmp1
218,4741,1974,2.0,2.0,65463.0,1,2014,1,17,391,32,70,21,32,16,2,6,2,9,5,0,0,0,1,0,0,0,Cmp4
219,1524,1983,2.0,0.0,81698.0,0,2013,3,1,709,45,115,30,160,45,1,8,2,5,5,1,0,0,0,0,0,1,Cmp1
220,7451,1960,2.0,0.0,98777.0,0,2014,2,23,1000,19,711,125,115,38,0,4,6,9,1,0,0,0,1,0,0,0,Cmp4
221,4356,1971,1.0,1.0,71819.0,1,2013,8,70,1224,28,140,0,14,168,3,3,3,5,6,0,0,0,1,1,0,0,"Cmp4, Cmp5"
222,3885,1983,3.0,2.0,33569.0,1,2013,10,10,16,2,18,3,0,24,1,1,1,2,8,0,0,1,0,0,0,1,Cmp3
223,1175,1983,2.0,2.0,36262.0,0,2013,9,24,88,39,54,64,28,153,1,3,5,3,6,0,0,1,0,0,0,1,Cmp3
224,3412,1951,2.0,2.0,67381.0,1,2013,1,67,815,8,53,11,0,70,4,2,2,9,7,0,0,0,1,0,0,0,Cmp4
225,2975,1976,1.0,1.0,85606.0,1,2012,11,89,717,42,864,219,30,84,2,6,7,9,3,1,0,0,0,0,0,0,Cmp1
226,2894,1985,1.0,0.0,72903.0,0,2013,10,74,1067,138,750,0,19,39,1,7,5,8,4,1,0,0,1,1,0,1,"Cmp1, Cmp4, Cmp5"
227,749,1981,1.0,1.0,42162.0,1,2013,11,31,46,7,59,2,4,27,2,3,1,3,6,0,0,1,0,0,0,1,Cmp3
228,10525,1986,1.0,0.0,26576.0,1,2012,10,40,10,0,8,0,0,9,1,1,0,2,9,0,0,1,0,0,0,1,Cmp3
229,5031,1974,1.0,1.0,83145.0,0,2012,9,14,777,35,731,39,137,114,1,5,9,11,2,0,0,0,0,1,0,1,Cmp5
230,6218,1965,1.0,2.0,59594.0,1,2012,10,74,457,4,29,0,0,9,1,8,1,7,7,0,0,0,1,0,0,0,Cmp4
231,193,1996,0.0,2.0,14421.0,0,2014,2,81,0,0,2,3,3,8,1,1,0,2,5,0,0,1,0,0,0,0,Cmp3
232,10660,1957,2.0,2.0,66726.0,2,2014,1,61,349,7,35,0,0,47,3,8,2,4,7,0,0,0,1,0,0,0,Cmp4
233,5735,1991,2.0,0.0,90638.0,0,2014,2,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,0,0,1,0,0,Cmp5
234,1829,1961,3.0,0.0,54959.0,1,2013,1,55,1148,0,60,0,0,24,3,9,5,4,7,0,0,0,1,0,0,1,Cmp4
235,9855,1952,3.0,0.0,62000.0,1,2013,8,25,899,0,101,0,0,20,1,6,6,13,4,1,0,0,0,0,0,0,Cmp1
236,8732,1969,2.0,0.0,67369.0,1,2012,11,81,1298,0,70,37,14,42,4,7,4,10,4,0,0,0,1,1,0,1,"Cmp4, Cmp5"
237,6606,1969,2.0,2.0,70091.0,1,2013,3,11,964,34,137,15,0,11,2,5,2,10,8,0,0,0,1,0,0,0,Cmp4
238,234,1979,1.0,0.0,15287.0,1,2012,10,60,1,2,8,4,3,13,2,1,1,2,7,0,0,1,0,0,0,1,Cmp3
239,1118,1956,2.0,2.0,50965.0,1,2013,2,87,544,13,85,8,6,29,3,10,4,5,8,0,0,1,0,0,0,0,Cmp3
240,7789,1965,3.0,2.0,84618.0,0,2013,11,96,684,100,801,21,66,0,1,6,9,10,2,0,0,0,0,1,0,0,Cmp5
241,8955,1957,3.0,1.0,40451.0,2,2014,2,54,35,0,4,0,0,10,1,1,1,2,5,0,0,1,0,0,0,0,Cmp3
242,5644,1957,1.0,1.0,42213.0,1,2013,10,96,309,3,24,4,3,20,2,5,1,7,7,0,0,0,1,0,0,0,Cmp4
243,2324,1972,1.0,1.0,77044.0,1,2013,10,12,625,38,242,50,34,76,2,7,11,11,4,0,0,1,0,0,0,0,Cmp3
244,697,1969,1.0,1.0,74918.0,0,2013,3,78,972,59,913,25,19,59,1,5,9,6,3,0,0,0,0,1,0,0,Cmp5
245,1627,1957,2.0,0.0,77297.0,0,2013,1,84,408,61,109,48,122,41,1,5,7,9,4,1,0,0,0,0,0,0,Cmp1
246,938,1981,1.0,2.0,40211.0,2,2013,7,30,51,1,7,2,1,25,2,2,1,2,8,0,0,1,0,0,0,0,Cmp3
247,4058,1955,3.0,0.0,61284.0,0,2013,10,76,618,15,106,20,7,45,1,11,2,8,6,0,0,0,1,0,0,0,Cmp4
248,7736,1986,1.0,2.0,22518.0,1,2012,10,36,11,7,12,2,2,27,2,2,1,2,5,0,0,1,0,0,0,1,Cmp3
249,9757,1972,1.0,1.0,84906.0,0,2013,10,98,997,15,414,99,30,76,1,5,6,12,2,0,1,0,1,1,0,0,"Cmp2, Cmp4, Cmp5"
250,4138,1962,1.0,0.0,76624.0,1,2014,5,68,411,106,147,54,115,66,1,5,10,7,1,0,0,1,0,0,0,0,Cmp3
251,10833,1975,1.0,2.0,65106.0,1,2014,5,55,790,19,133,12,0,19,3,8,3,13,6,0,0,0,1,0,0,0,Cmp4
252,9606,1965,3.0,2.0,69969.0,0,2013,8,64,882,29,514,38,29,44,1,4,2,6,3,1,0,0,0,1,0,1,"Cmp1, Cmp5"
253,8534,1952,1.0,2.0,67433.0,2,2013,7,51,615,28,259,12,48,30,4,6,5,13,4,0,0,0,1,0,0,0,Cmp4
254,5153,1967,3.0,2.0,77766.0,1,2013,2,97,1004,59,265,115,59,27,2,11,10,11,6,0,0,1,0,0,0,1,Cmp3
255,5493,1976,1.0,2.0,39356.0,2,2014,3,21,15,0,2,0,0,6,1,1,0,2,6,0,0,1,0,0,0,0,Cmp3
256,2147,1969,1.0,1.0,76653.0,0,2013,8,91,736,63,946,219,189,126,1,4,7,11,2,1,0,0,0,1,0,0,"Cmp1, Cmp5"
257,5107,1973,3.0,0.0,35860.0,2,2014,5,37,15,0,8,4,2,20,2,1,1,2,5,0,0,1,0,0,0,0,Cmp3
258,3979,1983,3.0,0.0,90687.0,0,2013,5,98,982,17,672,23,34,51,1,6,2,8,2,0,0,0,0,1,0,1,Cmp5
259,6049,1982,2.0,1.0,73450.0,0,2013,12,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,1,0,0,0,0,"Cmp1, Cmp3"
260,3910,1975,1.0,0.0,83829.0,0,2013,10,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,0,1,0,1,"Cmp1, Cmp3, Cmp5"
261,1740,1944,1.0,2.0,55956.0,0,2014,4,22,760,38,104,50,9,38,2,7,3,4,4,0,0,0,1,0,0,0,Cmp4
262,195,1972,1.0,0.0,38808.0,1,2012,8,21,125,17,52,3,19,30,4,5,1,4,8,0,0,1,0,0,0,1,Cmp3
263,10319,1971,1.0,2.0,66303.0,1,2013,2,56,1090,12,96,16,12,60,4,3,4,11,8,0,0,0,1,0,0,0,Cmp4
264,2296,1975,2.0,2.0,37368.0,1,2013,12,4,3,2,11,2,2,10,1,1,0,2,6,0,0,1,0,0,0,0,Cmp3
265,2931,1978,1.0,0.0,71847.0,0,2012,9,95,737,21,106,55,63,210,0,6,7,9,3,1,0,0,0,0,0,0,Cmp1
266,3698,1983,1.0,1.0,78687.0,0,2012,8,13,817,185,687,145,55,241,1,4,6,8,2,0,0,0,0,1,0,1,Cmp5
267,9516,1971,2.0,0.0,49118.0,0,2012,8,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,1,0,0,1,"Cmp2, Cmp4"
268,339,1972,3.0,2.0,57091.0,1,2012,11,82,462,0,24,6,0,4,2,9,2,5,7,0,0,0,1,0,0,1,Cmp4
269,9010,1972,2.0,2.0,83151.0,0,2013,2,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,0,1,0,1,"Cmp1, Cmp3, Cmp5"
270,5543,1966,1.0,1.0,57811.0,1,2013,6,49,545,7,114,37,21,78,5,7,2,11,5,0,0,0,1,0,0,0,Cmp4
271,1577,1946,1.0,2.0,78569.0,0,2014,2,14,558,79,622,207,175,95,1,4,6,4,1,0,0,0,0,1,0,1,Cmp5
272,6024,1953,1.0,1.0,94384.0,0,2013,3,62,1111,24,790,160,45,172,0,5,8,5,2,1,0,0,1,1,0,1,"Cmp1, Cmp4, Cmp5"
273,6055,1979,1.0,2.0,71626.0,0,2012,11,94,546,72,376,94,145,72,1,5,5,8,3,0,0,0,1,0,0,0,Cmp4
274,4394,1965,3.0,2.0,81051.0,0,2014,5,43,1142,29,249,38,29,14,1,5,5,12,2,0,0,0,1,1,0,0,"Cmp4, Cmp5"
275,5758,1982,1.0,2.0,65169.0,0,2014,1,23,1074,0,69,0,0,46,1,10,4,13,6,1,1,1,0,1,0,1,"Cmp1, Cmp2, Cmp3, Cmp5"
276,9206,1968,1.0,1.0,77382.0,1,2014,1,36,491,48,231,112,105,134,2,5,7,12,1,0,0,0,0,1,0,0,Cmp5
277,10971,1977,1.0,0.0,37774.0,2,2012,9,28,173,8,107,7,2,176,4,7,2,3,9,0,0,1,0,0,1,1,Cmp3
278,158,1945,3.0,1.0,71604.0,0,2013,11,3,345,53,528,98,75,97,1,8,3,5,4,0,0,1,0,0,0,1,Cmp3
279,1945,1962,1.0,2.0,71434.0,1,2013,9,4,711,36,217,172,96,168,3,7,4,7,4,1,0,0,1,0,0,0,"Cmp1, Cmp4"
280,2535,1978,2.0,2.0,88097.0,1,2012,8,24,163,0,480,0,126,75,1,6,5,8,9,1,0,0,1,1,0,1,"Cmp1, Cmp4, Cmp5"
281,9386,1962,1.0,1.0,50127.0,1,2014,5,88,274,0,21,4,6,15,1,5,1,6,6,0,0,0,1,0,0,0,Cmp4
282,873,1949,2.0,2.0,62845.0,2,2012,10,3,1099,0,45,0,0,34,11,3,4,10,8,0,0,0,1,0,0,1,Cmp4
283,7793,1976,1.0,1.0,62061.0,1,2013,8,12,641,7,84,0,30,38,3,10,4,7,6,0,0,0,1,0,0,0,Cmp4
284,2407,1982,1.0,2.0,69109.0,0,2012,11,10,823,25,459,124,29,95,1,6,6,7,4,0,0,0,0,1,0,1,Cmp5
285,7912,1978,1.0,2.0,38136.0,1,2013,4,69,8,15,27,0,20,33,2,3,1,2,8,0,0,1,0,0,0,0,Cmp3
286,1384,1992,0.0,2.0,17256.0,1,2013,11,10,6,4,14,8,8,22,2,2,1,2,8,0,0,1,0,0,0,0,Cmp3
287,10507,1977,2.0,0.0,59601.0,1,2013,7,14,691,7,69,0,7,23,4,2,2,7,8,0,0,0,1,0,0,0,Cmp4
288,5675,1960,3.0,0.0,50611.0,1,2012,10,98,459,0,24,6,0,4,6,4,5,7,6,0,0,0,1,0,0,0,Cmp4
289,6770,1985,1.0,2.0,21355.0,1,2013,8,5,5,13,14,0,5,31,2,2,1,2,6,0,0,1,0,0,0,1,Cmp3
290,8773,1971,2.0,1.0,57420.0,1,2013,6,22,280,0,18,0,0,24,3,5,1,6,7,0,0,0,1,0,0,0,Cmp4
291,10909,1948,1.0,2.0,92344.0,0,2014,1,9,992,24,694,51,19,119,0,5,10,5,1,0,0,1,0,1,0,0,"Cmp3, Cmp5"
292,9121,1972,1.0,2.0,80134.0,1,2013,5,40,1218,16,272,104,0,80,2,5,3,6,6,1,0,0,1,1,0,1,"Cmp1, Cmp4, Cmp5"
293,4310,1944,1.0,2.0,80589.0,0,2014,1,25,507,93,520,242,40,26,1,5,10,5,1,1,0,0,0,0,0,1,Cmp1
294,2561,1966,1.0,0.0,63810.0,1,2012,11,45,977,12,253,16,12,101,4,4,3,12,8,0,0,0,1,0,0,0,Cmp4
295,9349,1985,1.0,2.0,92533.0,0,2013,12,84,693,21,118,110,147,42,1,6,5,11,2,1,0,0,0,1,0,0,"Cmp1, Cmp5"
296,922,1979,2.0,2.0,31086.0,2,2013,5,79,16,2,11,3,0,16,2,1,1,2,8,0,0,1,0,0,0,0,Cmp3
297,4530,1948,2.0,0.0,78427.0,0,2012,10,36,972,19,595,180,26,138,3,3,7,10,3,1,0,0,0,0,0,1,Cmp1
298,1553,1946,1.0,1.0,82657.0,0,2013,9,71,966,168,672,246,105,126,1,7,5,10,4,1,0,0,1,0,0,0,"Cmp1, Cmp4"
299,5221,1957,1.0,2.0,52852.0,1,2012,12,93,714,8,99,11,0,47,4,10,7,5,8,0,0,1,0,0,0,0,Cmp3
300,10133,1970,1.0,0.0,93790.0,0,2014,2,16,1302,68,731,89,114,45,0,6,7,12,2,1,0,0,1,1,0,1,"Cmp1, Cmp4, Cmp5"
301,8233,1950,2.0,0.0,64866.0,1,2014,1,9,508,5,21,7,5,10,4,7,3,7,5,0,0,0,1,0,0,0,Cmp4
302,2945,1955,3.0,1.0,46015.0,2,2014,4,25,38,0,2,0,0,6,1,1,0,3,7,0,1,1,0,0,0,0,"Cmp2, Cmp3"
303,7521,1952,1.0,1.0,83844.0,0,2013,5,57,901,31,345,75,31,191,1,4,4,11,1,0,0,0,0,1,0,0,Cmp5
304,4070,1969,3.0,2.0,94871.0,2,2012,9,99,169,24,553,188,0,144,1,8,5,4,7,0,0,0,1,1,0,1,"Cmp4, Cmp5"
305,9559,1961,3.0,2.0,57072.0,1,2014,1,79,944,0,60,0,0,30,2,7,5,13,5,0,0,1,0,0,0,0,Cmp3
306,5529,1946,3.0,1.0,64014.0,3,2014,6,56,406,0,30,0,0,8,7,8,2,5,7,1,0,0,0,0,0,0,Cmp1
307,9743,1955,1.0,2.0,76998.0,1,2013,1,85,1449,89,161,69,35,107,2,11,8,8,6,0,0,0,0,1,0,0,Cmp5
308,1763,1988,1.0,1.0,87679.0,0,2013,7,62,1259,172,815,97,148,33,1,7,11,10,4,1,0,1,0,1,0,1,"Cmp1, Cmp3, Cmp5"
309,2072,1969,3.0,1.0,53374.0,1,2012,8,34,896,10,101,13,10,34,6,4,2,9,9,0,0,1,0,0,0,1,Cmp3
310,3584,1955,3.0,0.0,49667.0,0,2012,8,35,1181,26,120,17,13,39,2,5,10,5,8,0,0,1,0,0,0,1,Cmp3
311,3643,1974,2.0,2.0,63206.0,0,2014,3,65,750,8,125,11,8,26,1,4,3,6,2,0,0,0,0,1,0,0,Cmp5
312,7706,1975,2.0,1.0,46772.0,1,2012,11,88,350,104,189,197,151,57,6,11,8,5,8,0,0,1,0,0,0,0,Cmp3
313,830,1987,3.0,0.0,74004.0,0,2014,2,5,784,48,560,42,176,48,1,4,6,4,3,1,0,0,0,1,0,1,"Cmp1, Cmp5"
314,6050,1975,2.0,2.0,57036.0,1,2012,12,33,1171,43,219,19,14,47,4,6,3,13,9,0,0,1,0,0,0,0,Cmp3
315,125,1958,2.0,1.0,53083.0,2,2013,5,65,215,7,33,3,0,13,6,5,1,5,7,0,0,0,1,0,0,0,Cmp4
316,1079,1971,3.0,2.0,71969.0,1,2012,10,59,1000,0,76,0,0,10,3,3,4,9,8,0,0,0,1,0,0,0,Cmp4
317,7321,1962,1.0,1.0,76081.0,0,2014,5,85,292,30,415,63,33,200,1,4,5,4,2,1,0,0,0,0,0,0,Cmp1
318,955,1962,2.0,1.0,47175.0,2,2012,10,81,167,2,44,6,2,19,7,4,2,4,8,0,0,1,0,0,0,1,Cmp3
319,7476,1964,2.0,0.0,63972.0,1,2012,12,93,928,63,254,0,12,12,4,5,4,10,4,0,0,0,1,0,0,0,Cmp4
320,4261,1946,3.0,0.0,82800.0,0,2012,11,23,1006,22,115,59,68,45,1,7,6,12,3,1,0,0,0,1,0,1,"Cmp1, Cmp5"
321,5350,1991,2.0,0.0,90638.0,0,2014,2,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,0,0,1,0,1,Cmp5
322,9298,1947,3.0,1.0,81574.0,0,2014,4,89,1252,0,465,46,35,0,1,4,5,8,1,0,0,0,1,1,0,0,"Cmp4, Cmp5"
323,1626,1973,3.0,0.0,35860.0,2,2014,5,37,15,0,8,4,2,20,2,1,1,2,5,0,0,1,0,0,0,1,Cmp3
324,2612,1987,1.0,2.0,75794.0,0,2013,12,33,754,160,625,63,32,48,1,7,5,12,3,1,0,0,0,0,0,0,Cmp1
325,10069,1988,0.0,1.0,13724.0,1,2012,8,43,2,7,5,2,15,27,1,2,0,2,9,0,0,1,0,0,0,0,Cmp3
326,3409,1984,1.0,0.0,36108.0,1,2013,10,68,141,8,129,3,11,47,3,7,1,4,9,0,0,1,0,0,0,0,Cmp3
327,5453,1956,2.0,2.0,90226.0,0,2012,9,26,1083,108,649,253,151,108,1,4,7,12,2,1,0,0,0,0,0,0,Cmp1
328,2565,1955,2.0,0.0,70638.0,0,2013,6,69,1016,12,215,16,12,63,1,4,5,10,3,0,0,0,1,0,0,0,Cmp4
329,4656,1990,2.0,0.0,51250.0,1,2013,3,28,342,32,230,34,32,40,5,10,5,4,9,0,0,1,0,0,0,0,Cmp3
330,9242,1990,1.0,0.0,64509.0,0,2013,8,19,836,185,575,24,25,77,1,6,3,9,4,0,0,1,0,0,0,1,Cmp3
331,8286,1965,3.0,1.0,51717.0,1,2013,8,55,98,1,17,0,1,5,1,3,0,4,7,0,0,0,1,0,0,0,Cmp4
332,1665,1964,3.0,0.0,64140.0,2,2013,9,71,1459,0,61,0,15,215,5,2,5,6,5,0,1,1,0,1,0,1,"Cmp2, Cmp3, Cmp5"
333,7005,1981,1.0,0.0,58684.0,0,2014,6,71,479,35,179,28,7,85,1,5,3,12,2,0,0,0,1,0,0,0,Cmp4
334,2781,1981,1.0,0.0,72066.0,0,2014,6,55,1003,34,536,134,51,34,1,4,6,6,2,1,0,0,0,1,0,1,"Cmp1, Cmp5"
335,4127,1967,3.0,2.0,77766.0,1,2013,2,97,1004,59,265,115,59,27,2,11,10,11,6,0,0,1,0,0,0,1,Cmp3
336,8143,1985,3.0,0.0,37929.0,0,2013,7,49,202,2,46,3,2,10,2,4,2,5,7,1,0,0,1,0,0,1,"Cmp1, Cmp4"
337,3690,1986,2.0,2.0,80141.0,0,2013,1,20,1184,102,673,52,40,40,1,7,4,10,6,0,0,0,0,1,0,1,Cmp5
338,3433,1955,2.0,2.0,72635.0,0,2013,6,54,390,22,323,104,35,107,1,6,8,6,3,1,0,0,0,0,0,0,Cmp1
339,1215,1978,1.0,1.0,70440.0,0,2013,10,49,690,117,499,76,102,88,1,5,10,7,3,1,0,0,0,0,0,0,Cmp1
340,2570,1968,1.0,1.0,56534.0,1,2013,7,35,691,7,61,10,0,46,4,10,4,7,8,0,1,0,1,0,0,1,"Cmp2, Cmp4"
341,10742,1983,3.0,2.0,86580.0,0,2013,2,72,532,21,127,26,20,20,0,4,2,5,1,0,0,0,0,1,0,0,Cmp5
342,1351,1956,2.0,1.0,58656.0,1,2012,9,25,962,12,194,16,24,12,4,7,8,13,6,0,0,0,0,1,0,0,Cmp5
343,477,1986,1.0,2.0,83512.0,0,2014,6,31,1060,61,835,80,20,101,1,4,7,10,1,1,1,1,0,1,0,1,"Cmp1, Cmp2, Cmp3, Cmp5"
344,7832,1959,2.0,2.0,77520.0,1,2013,8,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,0,1,0,1,"Cmp1, Cmp3, Cmp5"
345,7396,1966,1.0,2.0,80398.0,0,2012,11,92,342,51,936,207,35,26,1,5,8,12,3,0,0,0,0,1,0,0,Cmp5
346,3498,1976,3.0,2.0,55424.0,1,2012,11,6,462,61,184,10,53,107,4,7,5,9,6,0,0,1,0,0,0,1,Cmp3
347,1172,1983,3.0,2.0,92491.0,0,2013,5,71,979,44,935,29,25,22,1,7,5,12,3,1,0,0,1,1,0,1,"Cmp1, Cmp4, Cmp5"
348,569,1991,1.0,0.0,90273.0,0,2013,12,32,704,129,853,120,74,111,1,5,6,7,2,1,0,0,1,1,0,1,"Cmp1, Cmp4, Cmp5"
349,4686,1962,3.0,0.0,82571.0,0,2014,4,28,861,31,558,62,95,79,0,6,5,13,2,0,0,0,0,1,0,0,Cmp5
350,4351,1955,1.0,0.0,37244.0,2,2013,4,90,18,2,10,0,0,25,1,1,1,2,7,0,0,1,0,0,0,0,Cmp3
351,10129,1966,1.0,1.0,82427.0,0,2014,3,35,482,147,509,104,107,107,1,3,5,12,1,0,0,0,0,1,0,0,Cmp5
352,5796,1963,1.0,2.0,77437.0,0,2013,11,70,560,21,442,29,44,29,1,4,5,13,1,0,0,0,0,1,0,0,Cmp5
353,10556,1959,1.0,2.0,54984.0,1,2014,5,51,173,13,131,32,3,6,4,6,1,6,7,1,0,0,0,0,0,0,Cmp1
354,48,1964,1.0,1.0,55761.0,1,2014,4,97,136,1,12,0,3,32,2,4,1,3,6,0,0,0,1,0,0,0,Cmp4
355,737,1949,3.0,2.0,80360.0,0,2013,3,56,1493,86,454,112,43,43,2,4,4,5,2,1,0,0,1,1,0,0,"Cmp1, Cmp4, Cmp5"
356,3571,1961,3.0,1.0,63342.0,1,2012,10,48,918,21,118,13,10,21,3,8,3,5,6,0,0,0,1,0,0,1,Cmp4
357,5092,1949,3.0,0.0,51569.0,1,2013,2,39,380,0,47,6,0,34,4,7,1,7,8,0,0,0,1,0,0,1,Cmp4
358,5534,1975,2.0,2.0,47808.0,1,2013,10,30,123,1,26,2,0,72,2,3,2,3,7,0,0,1,0,0,0,0,Cmp3
359,7960,1962,2.0,1.0,82122.0,0,2013,8,89,734,22,350,151,25,100,1,3,9,13,1,0,0,0,0,1,0,0,Cmp5
360,9905,1952,1.0,1.0,34074.0,2,2013,7,69,135,1,41,10,1,67,5,3,3,3,6,0,0,1,0,0,0,0,Cmp3
361,8439,1964,1.0,1.0,63404.0,2,2014,6,97,734,26,70,11,44,17,2,6,3,4,4,1,0,0,0,0,0,0,Cmp1
